date,state,daily
7/8/2019,Kedah,80
7/8/2019,Kelantan,32
7/8/2019,Melaka,12
7/8/2019,Negeri Sembilan,13
7/8/2019,Pahang,27
7/8/2019,Perak,95
7/8/2019,Perlis,5
7/8/2019,Pulau Pinang,39
7/8/2019,Sabah,31
7/8/2019,Sarawak,166
7/8/2019,Selangor,40
7/8/2019,Terengganu,10
7/8/2019,W.P. Kuala Lumpur,16
7/8/2019,W.P. Labuan,0
7/8/2019,W.P. Putrajaya,0
7/9/2019,Johor,35
7/9/2019,Kedah,106
7/9/2019,Kelantan,40
7/9/2019,Melaka,6
7/9/2019,Negeri Sembilan,22
7/9/2019,Pahang,36
7/9/2019,Perak,64
7/9/2019,Perlis,5
7/9/2019,Pulau Pinang,44
7/9/2019,Sabah,41
7/9/2019,Sarawak,117
7/9/2019,Selangor,43
7/9/2019,Terengganu,15
7/9/2019,W.P. Kuala Lumpur,14
7/9/2019,W.P. Labuan,0
7/9/2019,W.P. Putrajaya,1
7/10/2019,Johor,35
7/10/2019,Kedah,69
7/10/2019,Kelantan,31
7/10/2019,Melaka,2
7/10/2019,Negeri Sembilan,12
7/10/2019,Pahang,53
7/10/2019,Perak,99
7/10/2019,Perlis,8
7/10/2019,Pulau Pinang,58
7/10/2019,Sabah,42
7/10/2019,Sarawak,102
7/10/2019,Selangor,38
7/10/2019,Terengganu,9
7/10/2019,W.P. Kuala Lumpur,6
7/10/2019,W.P. Labuan,0
7/10/2019,W.P. Putrajaya,1
7/11/2019,Johor,39
7/11/2019,Kedah,122
7/11/2019,Kelantan,26
7/11/2019,Melaka,3
7/11/2019,Negeri Sembilan,9
7/11/2019,Pahang,43
7/11/2019,Perak,77
7/11/2019,Perlis,4
7/11/2019,Pulau Pinang,59
7/11/2019,Sabah,36
7/11/2019,Sarawak,149
7/11/2019,Selangor,30
7/11/2019,Terengganu,14
7/11/2019,W.P. Kuala Lumpur,12
7/11/2019,W.P. Labuan,1
7/11/2019,W.P. Putrajaya,0
7/12/2019,Johor,21
7/12/2019,Kedah,35
7/12/2019,Kelantan,12
7/12/2019,Melaka,3
7/12/2019,Negeri Sembilan,14
7/12/2019,Pahang,17
7/12/2019,Perak,77
7/12/2019,Perlis,4
7/12/2019,Pulau Pinang,41
7/12/2019,Sabah,36
7/12/2019,Sarawak,114
7/12/2019,Selangor,27
7/12/2019,Terengganu,0
7/12/2019,W.P. Kuala Lumpur,14
7/12/2019,W.P. Labuan,1
7/12/2019,W.P. Putrajaya,0
7/13/2019,Johor,5
7/13/2019,Kedah,95
7/13/2019,Kelantan,11
7/13/2019,Melaka,1
7/13/2019,Negeri Sembilan,14
7/13/2019,Pahang,3
7/13/2019,Perak,33
7/13/2019,Perlis,2
7/13/2019,Pulau Pinang,13
7/13/2019,Sabah,73
7/13/2019,Sarawak,94
7/13/2019,Selangor,16
7/13/2019,Terengganu,2
7/13/2019,W.P. Kuala Lumpur,9
7/13/2019,W.P. Labuan,0
7/13/2019,W.P. Putrajaya,0
7/14/2019,Johor,11
7/14/2019,Kedah,67
7/14/2019,Kelantan,81
7/14/2019,Melaka,0
7/14/2019,Negeri Sembilan,28
7/14/2019,Pahang,5
7/14/2019,Perak,12
7/14/2019,Perlis,3
7/14/2019,Pulau Pinang,35
7/14/2019,Sabah,13
7/14/2019,Sarawak,63
7/14/2019,Selangor,6
7/14/2019,Terengganu,11
7/14/2019,W.P. Kuala Lumpur,5
7/14/2019,W.P. Labuan,0
7/14/2019,W.P. Putrajaya,0
7/15/2019,Johor,21
7/15/2019,Kedah,86
7/15/2019,Kelantan,41
7/15/2019,Melaka,5
7/15/2019,Negeri Sembilan,13
7/15/2019,Pahang,42
7/15/2019,Perak,40
7/15/2019,Perlis,8
7/15/2019,Pulau Pinang,102
7/15/2019,Sabah,50
7/15/2019,Sarawak,150
7/15/2019,Selangor,26
7/15/2019,Terengganu,16
7/15/2019,W.P. Kuala Lumpur,15
7/15/2019,W.P. Labuan,0
7/15/2019,W.P. Putrajaya,1
7/16/2019,Johor,33
7/16/2019,Kedah,111
7/16/2019,Kelantan,54
7/16/2019,Melaka,5
7/16/2019,Negeri Sembilan,23
7/16/2019,Pahang,28
7/16/2019,Perak,113
7/16/2019,Perlis,8
7/16/2019,Pulau Pinang,57
7/16/2019,Sabah,37
7/16/2019,Sarawak,167
7/16/2019,Selangor,26
7/16/2019,Terengganu,18
7/16/2019,W.P. Kuala Lumpur,13
7/16/2019,W.P. Labuan,0
7/16/2019,W.P. Putrajaya,0
7/17/2019,Johor,34
7/17/2019,Kedah,116
7/17/2019,Kelantan,60
7/17/2019,Melaka,3
7/17/2019,Negeri Sembilan,10
7/17/2019,Pahang,59
7/17/2019,Perak,121
7/17/2019,Perlis,2
7/17/2019,Pulau Pinang,57
7/17/2019,Sabah,39
7/17/2019,Sarawak,154
7/17/2019,Selangor,36
7/17/2019,Terengganu,35
7/17/2019,W.P. Kuala Lumpur,10
7/17/2019,W.P. Labuan,0
7/17/2019,W.P. Putrajaya,0
7/18/2019,Johor,26
7/18/2019,Kedah,137
7/18/2019,Kelantan,34
7/18/2019,Melaka,3
7/18/2019,Negeri Sembilan,12
7/18/2019,Pahang,34
7/18/2019,Perak,82
7/18/2019,Perlis,1
7/18/2019,Pulau Pinang,82
7/18/2019,Sabah,64
7/18/2019,Sarawak,118
7/18/2019,Selangor,23
7/18/2019,Terengganu,52
7/18/2019,W.P. Kuala Lumpur,10
7/18/2019,W.P. Labuan,4
7/18/2019,W.P. Putrajaya,0
7/19/2019,Johor,20
7/19/2019,Kedah,51
7/19/2019,Kelantan,7
7/19/2019,Melaka,7
7/19/2019,Negeri Sembilan,7
7/19/2019,Pahang,32
7/19/2019,Perak,59
7/19/2019,Perlis,2
7/19/2019,Pulau Pinang,74
7/19/2019,Sabah,131
7/19/2019,Sarawak,96
7/19/2019,Selangor,31
7/19/2019,Terengganu,0
7/19/2019,W.P. Kuala Lumpur,18
7/19/2019,W.P. Labuan,1
7/19/2019,W.P. Putrajaya,0
7/20/2019,Johor,8
7/20/2019,Kedah,45
7/20/2019,Kelantan,19
7/20/2019,Melaka,1
7/20/2019,Negeri Sembilan,14
7/20/2019,Pahang,16
7/20/2019,Perak,15
7/20/2019,Perlis,2
7/20/2019,Pulau Pinang,84
7/20/2019,Sabah,18
7/20/2019,Sarawak,77
7/20/2019,Selangor,19
7/20/2019,Terengganu,4
7/20/2019,W.P. Kuala Lumpur,5
7/20/2019,W.P. Labuan,0
7/20/2019,W.P. Putrajaya,5
7/21/2019,Johor,16
7/21/2019,Kedah,72
7/21/2019,Kelantan,44
7/21/2019,Melaka,0
7/21/2019,Negeri Sembilan,43
7/21/2019,Pahang,6
7/21/2019,Perak,13
7/21/2019,Perlis,1
7/21/2019,Pulau Pinang,31
7/21/2019,Sabah,43
7/21/2019,Sarawak,32
7/21/2019,Selangor,6
7/21/2019,Terengganu,13
7/21/2019,W.P. Kuala Lumpur,1
7/21/2019,W.P. Labuan,0
7/21/2019,W.P. Putrajaya,0
7/22/2019,Johor,39
7/22/2019,Kedah,99
7/22/2019,Kelantan,46
7/22/2019,Melaka,4
7/22/2019,Negeri Sembilan,15
7/22/2019,Pahang,33
7/22/2019,Perak,95
7/22/2019,Perlis,0
7/22/2019,Pulau Pinang,83
7/22/2019,Sabah,123
7/22/2019,Sarawak,67
7/22/2019,Selangor,60
7/22/2019,Terengganu,40
7/22/2019,W.P. Kuala Lumpur,6
7/22/2019,W.P. Labuan,0
7/22/2019,W.P. Putrajaya,3
7/23/2019,Johor,37
7/23/2019,Kedah,147
7/23/2019,Kelantan,32
7/23/2019,Melaka,3
7/23/2019,Negeri Sembilan,15
7/23/2019,Pahang,30
7/23/2019,Perak,54
7/23/2019,Perlis,5
7/23/2019,Pulau Pinang,92
7/23/2019,Sabah,49
7/23/2019,Sarawak,175
7/23/2019,Selangor,18
7/23/2019,Terengganu,29
7/23/2019,W.P. Kuala Lumpur,10
7/23/2019,W.P. Labuan,2
7/23/2019,W.P. Putrajaya,0
7/24/2019,Johor,38
7/24/2019,Kedah,93
7/24/2019,Kelantan,25
7/24/2019,Melaka,5
7/24/2019,Negeri Sembilan,10
7/24/2019,Pahang,66
7/24/2019,Perak,116
7/24/2019,Perlis,5
7/24/2019,Pulau Pinang,87
7/24/2019,Sabah,48
7/24/2019,Sarawak,95
7/24/2019,Selangor,35
7/24/2019,Terengganu,48
7/24/2019,W.P. Kuala Lumpur,5
7/24/2019,W.P. Labuan,2
7/24/2019,W.P. Putrajaya,3
7/25/2019,Johor,24
7/25/2019,Kedah,162
7/25/2019,Kelantan,45
7/25/2019,Melaka,6
7/25/2019,Negeri Sembilan,8
7/25/2019,Pahang,31
7/25/2019,Perak,76
7/25/2019,Perlis,4
7/25/2019,Pulau Pinang,92
7/25/2019,Sabah,37
7/25/2019,Sarawak,158
7/25/2019,Selangor,34
7/25/2019,Terengganu,27
7/25/2019,W.P. Kuala Lumpur,3
7/25/2019,W.P. Labuan,1
7/25/2019,W.P. Putrajaya,0
7/26/2019,Johor,18
7/26/2019,Kedah,95
7/26/2019,Kelantan,9
7/26/2019,Melaka,6
7/26/2019,Negeri Sembilan,14
7/26/2019,Pahang,20
7/26/2019,Perak,51
7/26/2019,Perlis,3
7/26/2019,Pulau Pinang,84
7/26/2019,Sabah,35
7/26/2019,Sarawak,173
7/26/2019,Selangor,48
7/26/2019,Terengganu,0
7/26/2019,W.P. Kuala Lumpur,16
7/26/2019,W.P. Labuan,0
7/26/2019,W.P. Putrajaya,0
7/27/2019,Johor,8
7/27/2019,Kedah,49
7/27/2019,Kelantan,17
7/27/2019,Melaka,2
7/27/2019,Negeri Sembilan,3
7/27/2019,Pahang,14
7/27/2019,Perak,30
7/27/2019,Perlis,1
7/27/2019,Pulau Pinang,42
7/27/2019,Sabah,21
7/27/2019,Sarawak,74
7/27/2019,Selangor,19
7/27/2019,Terengganu,7
7/27/2019,W.P. Kuala Lumpur,7
7/27/2019,W.P. Labuan,0
7/27/2019,W.P. Putrajaya,0
7/28/2019,Johor,28
7/28/2019,Kedah,97
7/28/2019,Kelantan,41
7/28/2019,Melaka,0
7/28/2019,Negeri Sembilan,5
7/28/2019,Pahang,10
7/28/2019,Perak,9
7/28/2019,Perlis,4
7/28/2019,Pulau Pinang,27
7/28/2019,Sabah,13
7/28/2019,Sarawak,82
7/28/2019,Selangor,7
7/28/2019,Terengganu,46
7/28/2019,W.P. Kuala Lumpur,0
7/28/2019,W.P. Labuan,0
7/28/2019,W.P. Putrajaya,0
7/29/2019,Johor,37
7/29/2019,Kedah,111
7/29/2019,Kelantan,43
7/29/2019,Melaka,7
7/29/2019,Negeri Sembilan,4
7/29/2019,Pahang,15
7/29/2019,Perak,46
7/29/2019,Perlis,7
7/29/2019,Pulau Pinang,86
7/29/2019,Sabah,35
7/29/2019,Sarawak,170
7/29/2019,Selangor,31
7/29/2019,Terengganu,50
7/29/2019,W.P. Kuala Lumpur,5
7/29/2019,W.P. Labuan,0
7/29/2019,W.P. Putrajaya,3
7/30/2019,Johor,23
7/30/2019,Kedah,23
7/30/2019,Kelantan,22
7/30/2019,Melaka,1
7/30/2019,Negeri Sembilan,2
7/30/2019,Pahang,3
7/30/2019,Perak,20
7/30/2019,Perlis,1
7/30/2019,Pulau Pinang,17
7/30/2019,Sabah,11
7/30/2019,Sarawak,76
7/30/2019,Selangor,24
7/30/2019,Terengganu,2
7/30/2019,W.P. Kuala Lumpur,3
7/30/2019,W.P. Labuan,0
7/30/2019,W.P. Putrajaya,0
7/31/2019,Johor,50
7/31/2019,Kedah,133
7/31/2019,Kelantan,68
7/31/2019,Melaka,1
7/31/2019,Negeri Sembilan,2
7/31/2019,Pahang,73
7/31/2019,Perak,94
7/31/2019,Perlis,11
7/31/2019,Pulau Pinang,61
7/31/2019,Sabah,41
7/31/2019,Sarawak,114
7/31/2019,Selangor,30
7/31/2019,Terengganu,55
7/31/2019,W.P. Kuala Lumpur,9
7/31/2019,W.P. Labuan,0
7/31/2019,W.P. Putrajaya,0
8/1/2019,Johor,31
8/1/2019,Kedah,159
8/1/2019,Kelantan,53
8/1/2019,Melaka,5
8/1/2019,Negeri Sembilan,12
8/1/2019,Pahang,32
8/1/2019,Perak,137
8/1/2019,Perlis,3
8/1/2019,Pulau Pinang,65
8/1/2019,Sabah,48
8/1/2019,Sarawak,134
8/1/2019,Selangor,28
8/1/2019,Terengganu,40
8/1/2019,W.P. Kuala Lumpur,10
8/1/2019,W.P. Labuan,0
8/1/2019,W.P. Putrajaya,0
8/2/2019,Johor,13
8/2/2019,Kedah,45
8/2/2019,Kelantan,13
8/2/2019,Melaka,15
8/2/2019,Negeri Sembilan,1
8/2/2019,Pahang,42
8/2/2019,Perak,78
8/2/2019,Perlis,1
8/2/2019,Pulau Pinang,71
8/2/2019,Sabah,33
8/2/2019,Sarawak,77
8/2/2019,Selangor,33
8/2/2019,Terengganu,0
8/2/2019,W.P. Kuala Lumpur,12
8/2/2019,W.P. Labuan,0
8/2/2019,W.P. Putrajaya,0
8/3/2019,Johor,11
8/3/2019,Kedah,50
8/3/2019,Kelantan,17
8/3/2019,Melaka,12
8/3/2019,Negeri Sembilan,2
8/3/2019,Pahang,10
8/3/2019,Perak,27
8/3/2019,Perlis,7
8/3/2019,Pulau Pinang,49
8/3/2019,Sabah,62
8/3/2019,Sarawak,78
8/3/2019,Selangor,42
8/3/2019,Terengganu,0
8/3/2019,W.P. Kuala Lumpur,10
8/3/2019,W.P. Labuan,0
8/3/2019,W.P. Putrajaya,0
8/4/2019,Johor,30
8/4/2019,Kedah,115
8/4/2019,Kelantan,68
8/4/2019,Melaka,0
8/4/2019,Negeri Sembilan,0
8/4/2019,Pahang,3
8/4/2019,Perak,9
8/4/2019,Perlis,2
8/4/2019,Pulau Pinang,44
8/4/2019,Sabah,21
8/4/2019,Sarawak,50
8/4/2019,Selangor,6
8/4/2019,Terengganu,46
8/4/2019,W.P. Kuala Lumpur,2
8/4/2019,W.P. Labuan,0
8/4/2019,W.P. Putrajaya,0
8/5/2019,Johor,45
8/5/2019,Kedah,173
8/5/2019,Kelantan,99
8/5/2019,Melaka,18
8/5/2019,Negeri Sembilan,51
8/5/2019,Pahang,51
8/5/2019,Perak,100
8/5/2019,Perlis,3
8/5/2019,Pulau Pinang,151
8/5/2019,Sabah,63
8/5/2019,Sarawak,142
8/5/2019,Selangor,44
8/5/2019,Terengganu,76
8/5/2019,W.P. Kuala Lumpur,15
8/5/2019,W.P. Labuan,0
8/5/2019,W.P. Putrajaya,0
8/6/2019,Johor,61
8/6/2019,Kedah,147
8/6/2019,Kelantan,67
8/6/2019,Melaka,20
8/6/2019,Negeri Sembilan,30
8/6/2019,Pahang,47
8/6/2019,Perak,110
8/6/2019,Perlis,5
8/6/2019,Pulau Pinang,111
8/6/2019,Sabah,79
8/6/2019,Sarawak,145
8/6/2019,Selangor,43
8/6/2019,Terengganu,40
8/6/2019,W.P. Kuala Lumpur,25
8/6/2019,W.P. Labuan,0
8/6/2019,W.P. Putrajaya,3
8/7/2019,Johor,45
8/7/2019,Kedah,185
8/7/2019,Kelantan,70
8/7/2019,Melaka,9
8/7/2019,Negeri Sembilan,15
8/7/2019,Pahang,44
8/7/2019,Perak,104
8/7/2019,Perlis,4
8/7/2019,Pulau Pinang,123
8/7/2019,Sabah,77
8/7/2019,Sarawak,154
8/7/2019,Selangor,54
8/7/2019,Terengganu,46
8/7/2019,W.P. Kuala Lumpur,16
8/7/2019,W.P. Labuan,0
8/7/2019,W.P. Putrajaya,0
8/8/2019,Johor,36
8/8/2019,Kedah,175
8/8/2019,Kelantan,40
8/8/2019,Melaka,11
8/8/2019,Negeri Sembilan,16
8/8/2019,Pahang,68
8/8/2019,Perak,101
8/8/2019,Perlis,6
8/8/2019,Pulau Pinang,129
8/8/2019,Sabah,55
8/8/2019,Sarawak,155
8/8/2019,Selangor,42
8/8/2019,Terengganu,68
8/8/2019,W.P. Kuala Lumpur,19
8/8/2019,W.P. Labuan,1
8/8/2019,W.P. Putrajaya,0
8/9/2019,Johor,31
8/9/2019,Kedah,63
8/9/2019,Kelantan,14
8/9/2019,Melaka,18
8/9/2019,Negeri Sembilan,10
8/9/2019,Pahang,42
8/9/2019,Perak,84
8/9/2019,Perlis,3
8/9/2019,Pulau Pinang,70
8/9/2019,Sabah,87
8/9/2019,Sarawak,167
8/9/2019,Selangor,45
8/9/2019,Terengganu,0
8/9/2019,W.P. Kuala Lumpur,34
8/9/2019,W.P. Labuan,0
8/9/2019,W.P. Putrajaya,1
8/10/2019,Johor,12
8/10/2019,Kedah,43
8/10/2019,Kelantan,8
8/10/2019,Melaka,7
8/10/2019,Negeri Sembilan,4
8/10/2019,Pahang,10
8/10/2019,Perak,41
8/10/2019,Perlis,0
8/10/2019,Pulau Pinang,72
8/10/2019,Sabah,40
8/10/2019,Sarawak,86
8/10/2019,Selangor,28
8/10/2019,Terengganu,3
8/10/2019,W.P. Kuala Lumpur,9
8/10/2019,W.P. Labuan,0
8/10/2019,W.P. Putrajaya,0
8/11/2019,Johor,5
8/11/2019,Kedah,14
8/11/2019,Kelantan,2
8/11/2019,Melaka,0
8/11/2019,Negeri Sembilan,0
8/11/2019,Pahang,0
8/11/2019,Perak,6
8/11/2019,Perlis,0
8/11/2019,Pulau Pinang,24
8/11/2019,Sabah,66
8/11/2019,Sarawak,45
8/11/2019,Selangor,1
8/11/2019,Terengganu,0
8/11/2019,W.P. Kuala Lumpur,3
8/11/2019,W.P. Labuan,0
8/11/2019,W.P. Putrajaya,0
8/12/2019,Johor,20
8/12/2019,Kedah,29
8/12/2019,Kelantan,0
8/12/2019,Melaka,2
8/12/2019,Negeri Sembilan,0
8/12/2019,Pahang,6
8/12/2019,Perak,37
8/12/2019,Perlis,5
8/12/2019,Pulau Pinang,97
8/12/2019,Sabah,7
8/12/2019,Sarawak,103
8/12/2019,Selangor,16
8/12/2019,Terengganu,0
8/12/2019,W.P. Kuala Lumpur,7
8/12/2019,W.P. Labuan,0
8/12/2019,W.P. Putrajaya,0
8/13/2019,Johor,47
8/13/2019,Kedah,83
8/13/2019,Kelantan,25
8/13/2019,Melaka,15
8/13/2019,Negeri Sembilan,17
8/13/2019,Pahang,40
8/13/2019,Perak,63
8/13/2019,Perlis,2
8/13/2019,Pulau Pinang,117
8/13/2019,Sabah,74
8/13/2019,Sarawak,168
8/13/2019,Selangor,40
8/13/2019,Terengganu,19
8/13/2019,W.P. Kuala Lumpur,16
8/13/2019,W.P. Labuan,0
8/13/2019,W.P. Putrajaya,0
8/14/2019,Johor,172
8/14/2019,Kedah,107
8/14/2019,Kelantan,43
8/14/2019,Melaka,10
8/14/2019,Negeri Sembilan,10
8/14/2019,Pahang,25
8/14/2019,Perak,79
8/14/2019,Perlis,3
8/14/2019,Pulau Pinang,156
8/14/2019,Sabah,60
8/14/2019,Sarawak,171
8/14/2019,Selangor,33
8/14/2019,Terengganu,35
8/14/2019,W.P. Kuala Lumpur,16
8/14/2019,W.P. Labuan,1
8/14/2019,W.P. Putrajaya,2
8/15/2019,Johor,56
8/15/2019,Kedah,126
8/15/2019,Kelantan,67
8/15/2019,Melaka,15
8/15/2019,Negeri Sembilan,12
8/15/2019,Pahang,55
8/15/2019,Perak,62
8/15/2019,Perlis,4
8/15/2019,Pulau Pinang,89
8/15/2019,Sabah,53
8/15/2019,Sarawak,152
8/15/2019,Selangor,43
8/15/2019,Terengganu,30
8/15/2019,W.P. Kuala Lumpur,18
8/15/2019,W.P. Labuan,0
8/15/2019,W.P. Putrajaya,1
8/16/2019,Johor,23
8/16/2019,Kedah,57
8/16/2019,Kelantan,7
8/16/2019,Melaka,11
8/16/2019,Negeri Sembilan,5
8/16/2019,Pahang,44
8/16/2019,Perak,91
8/16/2019,Perlis,5
8/16/2019,Pulau Pinang,88
8/16/2019,Sabah,82
8/16/2019,Sarawak,142
8/16/2019,Selangor,64
8/16/2019,Terengganu,0
8/16/2019,W.P. Kuala Lumpur,11
8/16/2019,W.P. Labuan,0
8/16/2019,W.P. Putrajaya,0
8/17/2019,Johor,12
8/17/2019,Kedah,54
8/17/2019,Kelantan,16
8/17/2019,Melaka,7
8/17/2019,Negeri Sembilan,7
8/17/2019,Pahang,15
8/17/2019,Perak,28
8/17/2019,Perlis,4
8/17/2019,Pulau Pinang,97
8/17/2019,Sabah,52
8/17/2019,Sarawak,125
8/17/2019,Selangor,42
8/17/2019,Terengganu,4
8/17/2019,W.P. Kuala Lumpur,12
8/17/2019,W.P. Labuan,0
8/17/2019,W.P. Putrajaya,0
8/18/2019,Johor,29
8/18/2019,Kedah,130
8/18/2019,Kelantan,70
8/18/2019,Melaka,0
8/18/2019,Negeri Sembilan,0
8/18/2019,Pahang,16
8/18/2019,Perak,17
8/18/2019,Perlis,1
8/18/2019,Pulau Pinang,74
8/18/2019,Sabah,11
8/18/2019,Sarawak,183
8/18/2019,Selangor,13
8/18/2019,Terengganu,35
8/18/2019,W.P. Kuala Lumpur,2
8/18/2019,W.P. Labuan,0
8/18/2019,W.P. Putrajaya,0
8/19/2019,Johor,61
8/19/2019,Kedah,149
8/19/2019,Kelantan,126
8/19/2019,Melaka,9
8/19/2019,Negeri Sembilan,17
8/19/2019,Pahang,52
8/19/2019,Perak,109
8/19/2019,Perlis,7
8/19/2019,Pulau Pinang,149
8/19/2019,Sabah,61
8/19/2019,Sarawak,350
8/19/2019,Selangor,42
8/19/2019,Terengganu,63
8/19/2019,W.P. Kuala Lumpur,17
8/19/2019,W.P. Labuan,1
8/19/2019,W.P. Putrajaya,0
8/20/2019,Johor,76
8/20/2019,Kedah,150
8/20/2019,Kelantan,113
8/20/2019,Melaka,19
8/20/2019,Negeri Sembilan,35
8/20/2019,Pahang,47
8/20/2019,Perak,98
8/20/2019,Perlis,14
8/20/2019,Pulau Pinang,140
8/20/2019,Sabah,127
8/20/2019,Sarawak,288
8/20/2019,Selangor,42
8/20/2019,Terengganu,51
8/20/2019,W.P. Kuala Lumpur,6
8/20/2019,W.P. Labuan,1
8/20/2019,W.P. Putrajaya,1
8/21/2019,Johor,75
8/21/2019,Kedah,175
8/21/2019,Kelantan,109
8/21/2019,Melaka,11
8/21/2019,Negeri Sembilan,53
8/21/2019,Pahang,90
8/21/2019,Perak,184
8/21/2019,Perlis,11
8/21/2019,Pulau Pinang,153
8/21/2019,Sabah,75
8/21/2019,Sarawak,209
8/21/2019,Selangor,38
8/21/2019,Terengganu,74
8/21/2019,W.P. Kuala Lumpur,14
8/21/2019,W.P. Labuan,0
8/21/2019,W.P. Putrajaya,0
8/22/2019,Johor,74
8/22/2019,Kedah,267
8/22/2019,Kelantan,66
8/22/2019,Melaka,12
8/22/2019,Negeri Sembilan,94
8/22/2019,Pahang,40
8/22/2019,Perak,140
8/22/2019,Perlis,37
8/22/2019,Pulau Pinang,148
8/22/2019,Sabah,113
8/22/2019,Sarawak,190
8/22/2019,Selangor,33
8/22/2019,Terengganu,36
8/22/2019,W.P. Kuala Lumpur,9
8/22/2019,W.P. Labuan,0
8/22/2019,W.P. Putrajaya,1
8/23/2019,Johor,39
8/23/2019,Kedah,153
8/23/2019,Kelantan,14
8/23/2019,Melaka,7
8/23/2019,Negeri Sembilan,129
8/23/2019,Pahang,57
8/23/2019,Perak,106
8/23/2019,Perlis,9
8/23/2019,Pulau Pinang,84
8/23/2019,Sabah,84
8/23/2019,Sarawak,176
8/23/2019,Selangor,45
8/23/2019,Terengganu,0
8/23/2019,W.P. Kuala Lumpur,19
8/23/2019,W.P. Labuan,0
8/23/2019,W.P. Putrajaya,3
8/24/2019,Johor,23
8/24/2019,Kedah,76
8/24/2019,Kelantan,117
8/24/2019,Melaka,5
8/24/2019,Negeri Sembilan,18
8/24/2019,Pahang,4
8/24/2019,Perak,42
8/24/2019,Perlis,11
8/24/2019,Pulau Pinang,82
8/24/2019,Sabah,38
8/24/2019,Sarawak,141
8/24/2019,Selangor,56
8/24/2019,Terengganu,3
8/24/2019,W.P. Kuala Lumpur,18
8/24/2019,W.P. Labuan,0
8/24/2019,W.P. Putrajaya,0
8/25/2019,Johor,40
8/25/2019,Kedah,129
8/25/2019,Kelantan,95
8/25/2019,Melaka,3
8/25/2019,Negeri Sembilan,0
8/25/2019,Pahang,13
8/25/2019,Perak,12
8/25/2019,Perlis,18
8/25/2019,Pulau Pinang,130
8/25/2019,Sabah,77
8/25/2019,Sarawak,67
8/25/2019,Selangor,18
8/25/2019,Terengganu,46
8/25/2019,W.P. Kuala Lumpur,33
8/25/2019,W.P. Labuan,0
8/25/2019,W.P. Putrajaya,0
8/26/2019,Johor,51
8/26/2019,Kedah,149
8/26/2019,Kelantan,87
8/26/2019,Melaka,12
8/26/2019,Negeri Sembilan,22
8/26/2019,Pahang,57
8/26/2019,Perak,109
8/26/2019,Perlis,18
8/26/2019,Pulau Pinang,150
8/26/2019,Sabah,162
8/26/2019,Sarawak,254
8/26/2019,Selangor,92
8/26/2019,Terengganu,59
8/26/2019,W.P. Kuala Lumpur,17
8/26/2019,W.P. Labuan,1
8/26/2019,W.P. Putrajaya,0
8/27/2019,Johor,55
8/27/2019,Kedah,237
8/27/2019,Kelantan,129
8/27/2019,Melaka,12
8/27/2019,Negeri Sembilan,22
8/27/2019,Pahang,63
8/27/2019,Perak,103
8/27/2019,Perlis,34
8/27/2019,Pulau Pinang,160
8/27/2019,Sabah,74
8/27/2019,Sarawak,165
8/27/2019,Selangor,104
8/27/2019,Terengganu,78
8/27/2019,W.P. Kuala Lumpur,62
8/27/2019,W.P. Labuan,0
8/27/2019,W.P. Putrajaya,3
8/28/2019,Johor,90
8/28/2019,Kedah,197
8/28/2019,Kelantan,88
8/28/2019,Melaka,17
8/28/2019,Negeri Sembilan,9
8/28/2019,Pahang,139
8/28/2019,Perak,142
8/28/2019,Perlis,53
8/28/2019,Pulau Pinang,146
8/28/2019,Sabah,73
8/28/2019,Sarawak,272
8/28/2019,Selangor,138
8/28/2019,Terengganu,47
8/28/2019,W.P. Kuala Lumpur,60
8/28/2019,W.P. Labuan,0
8/28/2019,W.P. Putrajaya,4
8/29/2019,Johor,118
8/29/2019,Kedah,250
8/29/2019,Kelantan,79
8/29/2019,Melaka,10
8/29/2019,Negeri Sembilan,13
8/29/2019,Pahang,81
8/29/2019,Perak,120
8/29/2019,Perlis,53
8/29/2019,Pulau Pinang,138
8/29/2019,Sabah,46
8/29/2019,Sarawak,211
8/29/2019,Selangor,123
8/29/2019,Terengganu,40
8/29/2019,W.P. Kuala Lumpur,24
8/29/2019,W.P. Labuan,0
8/29/2019,W.P. Putrajaya,2
8/30/2019,Johor,44
8/30/2019,Kedah,77
8/30/2019,Kelantan,10
8/30/2019,Melaka,15
8/30/2019,Negeri Sembilan,27
8/30/2019,Pahang,68
8/30/2019,Perak,69
8/30/2019,Perlis,45
8/30/2019,Pulau Pinang,135
8/30/2019,Sabah,44
8/30/2019,Sarawak,159
8/30/2019,Selangor,117
8/30/2019,Terengganu,0
8/30/2019,W.P. Kuala Lumpur,28
8/30/2019,W.P. Labuan,2
8/30/2019,W.P. Putrajaya,1
8/31/2019,Johor,12
8/31/2019,Kedah,17
8/31/2019,Kelantan,10
8/31/2019,Melaka,6
8/31/2019,Negeri Sembilan,0
8/31/2019,Pahang,0
8/31/2019,Perak,5
8/31/2019,Perlis,1
8/31/2019,Pulau Pinang,8
8/31/2019,Sabah,5
8/31/2019,Sarawak,79
8/31/2019,Selangor,33
8/31/2019,Terengganu,0
8/31/2019,W.P. Kuala Lumpur,1
8/31/2019,W.P. Labuan,0
8/31/2019,W.P. Putrajaya,0
9/1/2019,Johor,13
9/1/2019,Kedah,58
9/1/2019,Kelantan,21
9/1/2019,Melaka,4
9/1/2019,Negeri Sembilan,1
9/1/2019,Pahang,7
